State,Solution
"[1, 9, 10, 0, 5, 1, 8, 10, 6, 2, 9, 11, 0, 10, 7, 6, 7, 4]",p011100 r+31000 r+60111 p001100 r+01100 r+30011 p000100 r+50001 r-51110 p010100 r-10101 r+01010 p010000 r+40100 r+21011 p110000 r-91100 r-30011 p110100 r-11101 r+10010
"[7, 0, 6, 1, 1, 4, 5, 4, 7, 6, 7, 5, 4, 6, 9, 5, 11, 7]",p011100 r-51000 r-20111 p001100 r+21100 r+00011 p000100 r-90001 r-51110 p010100 r-30101 r-31010 p010000 r-10100 r+31011 p110000 r+11100 r+30011 p110100 r+11101 r-10010
"[0, 6, 0, 6, 4, 0, 8, 3, 1, 0, 4, 0, 10, 0, 6, 11, 6, 4]",p011100 r+61000 r+10111 p001100 r+01100 r-30011 p000100 r-10001 r-11110 p010100 r-50101 r+51010 p010000 r+20100 r+01011 p110000 r+01100 r+60011 p110100 r+21101 r-40010
"[1, 1, 4, 9, 4, 7, 10, 3, 7, 8, 3, 11, 3, 4, 7, 5, 1, 2]",p011100 r+31000 r+30111 p001100 r+61100 r+40011 p000100 r-10001 r+61110 p010100 r+00101 r+41010 p010000 r-30100 r-41011 p110000 r-41100 r+00011 p110100 r-31101 r+10010
"[5, 0, 9, 8, 6, 10, 3, 6, 3, 3, 11, 7, 3, 7, 3, 9, 1, 9]",p011100 r+61000 r+20111 p001100 r-21100 r+40011 p000100 r+00001 r-31110 p010100 r+60101 r-51010 p010000 r-60100 r-51011 p110000 r-41100 r-40011 p110100 r+41101 r-40010
"[7, 8, 11, 11, 0, 10, 6, 6, 2, 1, 6, 5, 8, 0, 6, 10, 10, 6]",p011100 r+21000 r-40111 p001100 r+41100 r+40011 p000100 r+60001 r+41110 p010100 r+50101 r+41010 p010000 r-40100 r+61011 p110000 r+31100 r-20011 p110100 r+21101 r+60010
"[3, 10, 7, 8, 4, 7, 10, 7, 9, 5, 10, 9, 7, 1, 6, 3, 7, 2]",p011100 r+61000 r-40111 p001100 r+11100 r+00011 p000100 r+30001 r-31110 p010100 r+50101 r+11010 p010000 r-60100 r+21011 p110000 r-21100 r-90011 p110100 r+01101 r+30010
"[9, 8, 1, 4, 7, 7, 4, 9, 9, 11, 4, 3, 6, 10, 2, 3, 9, 8]",p011100 r+11000 r-40111 p001100 r-51100 r-20011 p000100 r+20001 r+31110 p010100 r+30101 r-21010 p010000 r+10100 r-31011 p110000 r-41100 r-20011 p110100 r-31101 r+60010
"[1, 6, 6, 6, 5, 2, 2, 2, 10, 6, 0, 11, 4, 11, 6, 2, 5, 10]",p011100 r+61000 r+40111 p001100 r-11100 r+00011 p000100 r-30001 r+51110 p010100 r+30101 r-31010 p010000 r+10100 r-31011 p110000 r+01100 r-40011 p110100 r+21101 r-10010
"[0, 0, 10, 7, 3, 2, 2, 9, 11, 2, 8, 0, 7, 5, 11, 1, 7, 10]",p011100 r-21000 r+60111 p001100 r-41100 r+50011 p000100 r+60001 r-51110 p010100 r+00101 r+01010 p010000 r-30100 r-61011 p110000 r-51100 r-10010 p110100 r+01101 r-30010
"[2, 5, 7, 3, 0, 7, 2, 4, 2, 5, 5, 10, 5, 11, 0, 10, 5, 10]",p011100 r+61000 r-50111 p001100 r+51100 r+30011 p000100 r-80001 r+01110 p010100 r+50101 r+51010 p010000 r-70100 r-10011 p110000 r-21100 r+00011 p110100 r+21101 r+60010
"[6, 1, 11, 11, 2, 10, 1, 8, 10, 1, 1, 6, 3, 5, 7, 2, 8, 11]",p011100 r-31000 r+20111 p001100 r+11100 r+20011 p000100 r-60001 r-11110 p010100 r+30101 r-11010 p010000 r-10100 r-51011 p110000 r-21100 r-20011 p110100 r+01101 r+40010
"[2, 7, 11, 10, 5, 8, 6, 1, 5, 1, 4, 10, 7, 6, 2, 7, 8, 6]",p011100 r-21000 r-30111 p001100 r+61100 r-50011 p000100 r-40001 r-31110 p010100 r-10101 r-51010 p010000 r+20100 r-11011 p110000 r+31100 r-30011 p110100 r+31101 r+20010
"[1, 7, 1, 8, 10, 10, 4, 2, 0, 11, 4, 11, 2, 7, 8, 0, 1, 8]",p011100 r+61000 r+40111 p001100 r+51100 r-40011 p000100 r-80001 r-71110 p010100 r+40101 r+51010 p010000 r-30100 r-71011 p110000 r+11100 r+20011 p110100 r-41101 r+30010
"[4, 10, 7, 10, 8, 10, 8, 0, 4, 5, 1, 8, 5, 8, 0, 8, 11, 4]",p011100 r-31000 r+60111 p001100 r-11100 r-20011 p000100 r+40001 r-51110 p010100 r+60101 r+41010 p010000 r-10000 r-21011 p110000 r+01100 r-40011 p110100 r+01101 r-50010
"[1, 11, 10, 10, 10, 3, 2, 7, 7, 2, 8, 11, 8, 2, 8, 5, 8, 10]",p011100 r+61000 r+60111 p001100 r+01100 r-40011 p000100 r-30001 r-41110 p010100 r-40101 r-31010 p010000 r+10100 r-31011 p110000 r-11100 r+00011 p110100 r-51101 r+60010
"[9, 3, 10, 1, 6, 2, 0, 4, 0, 2, 5, 3, 0, 3, 4, 0, 4, 0]",p011100 r-11000 r-20111 p001100 r+01100 r-20011 p000100 r-20001 r-10110 p010100 r+10101 r+01010 p010000 r-30100 r-11011 p110000 r-21100 r+50011 p110100 r+41101 r-20010
"[6, 0, 11, 3, 1, 2, 7, 2, 11, 1, 6, 6, 2, 10, 7, 1, 11, 5]",p011100 r-11000 r-20111 p001100 r+41100 r+00011 p000100 r-10000 r-11110 p010100 r+20101 r-51010 p010000 r-10100 r-71011 p110000 r+31100 r+40011 p110100 r-41101 r+40010
"[8, 1, 8, 11, 7, 10, 4, 9, 5, 4, 10, 4, 1, 9, 3, 7, 7, 8]",p011100 r+21000 r+40111 p001100 r+41100 r+10011 p000100 r+20001 r+11110 p010100 r+10101 r+01010 p010000 r+60100 r+61011 p110000 r-21100 r-30011 p110100 r+51101 r-10010
"[7, 9, 9, 11, 6, 2, 9, 11, 9, 3, 9, 5, 4, 3, 6, 3, 9, 3]",p011100 r+61000 r+60111 p001100 r+31100 r+30011 p000100 r+50001 r+21110 p010100 r+20101 r+61010 p010000 r-90100 r-11011 p110000 r+21100 r-70011 p110100 r-31101 r+60010
"[5, 11, 4, 5, 11, 3, 10, 2, 5, 8, 8, 7, 5, 6, 2, 7, 11, 2]",p011100 r-51000 r-10111 p001100 r-31100 r+10011 p000100 r-90001 r+11110 p010100 r-50101 r+31010 p010000 r+00100 r-31011 p110000 r-61100 r+30011 p110100 r-31101 r-20010
"[3, 9, 2, 3, 6, 8, 3, 5, 4, 10, 3, 9, 5, 9, 10, 8, 3, 9]",p011100 r+61000 r-40111 p001100 r+51100 r+30011 p000100 r-10001 r-11110 p010100 r+00101 r+51010 p010000 r+30100 r+21011 p110000 r-61100 r-20011 p110100 r-11101 r+60010
"[3, 1, 4, 3, 0, 10, 5, 10, 3, 8, 10, 9, 9, 0, 5, 9, 1, 7]",p011100 r-11000 r+20111 p001100 r-41100 r+00011 p000100 r-20001 r-11110 p010100 r+00101 r+41010 p010000 r+10100 r-11011 p110000 r+21100 r+10011 p110100 r-31101 r+20010
"[9, 7, 7, 0, 2, 11, 11, 10, 9, 5, 3, 3, 8, 0, 6, 3, 6, 1]",p011100 r+61000 r+60111 p001100 r+01100 r+10011 p000100 r-40001 r+21110 p010100 r+50101 r+41010 p010000 r-70100 r-41011 p110000 r+51100 r-50011 p110100 r+41101 r-30010
"[5, 3, 4, 7, 5, 7, 8, 2, 11, 8, 2, 7, 2, 3, 2, 1, 1, 4]",p011100 r+21000 r-30111 p001100 r-11100 r+50011 p000100 r-30001 r-31110 p010100 r+40101 r+21010 p010000 r-20100 r+21011 p110000 r+41100 r+00011 p110100 r+21101 r+10010
"[8, 4, 5, 1, 4, 4, 0, 8, 3, 7, 10, 4, 10, 4, 7, 9, 1, 0]",p011100 r+31000 r-30111 p001100 r+61100 r-40011 p000100 r-80001 r-51110 p010100 r+20101 r+11010 p010000 r+00100 r-71011 p110000 r-31100 r+00011 p110100 r+01101 r+60010
"[1, 0, 6, 4, 4, 11, 1, 7, 2, 6, 3, 11, 3, 9, 0, 10, 6, 11]",p011100 r+31000 r-50111 p001100 r+61100 r+40011 p000100 r+30001 r+31110 p010100 r-50101 r+01010 p010000 r-40100 r+31011 p110000 r-81100 r+00011 p110100 r-11101 r+60010
"[1, 5, 0, 2, 4, 7, 11, 1, 6, 0, 10, 11, 2, 0, 2, 6, 4, 1]",p011100 r-41000 r+50111 p001100 r+21100 r+60011 p000100 r-30001 r-11110 p010100 r+10101 r+01010 p010000 r+10100 r-71011 p110000 r-31100 r-40011 p110100 r+11101 r+20010
"[7, 6, 4, 2, 1, 4, 5, 0, 0, 8, 1, 5, 4, 0, 5, 0, 6, 7]",p011100 r+61000 r-20111 p001100 r+11100 r+40011 p000100 r-10001 r-91110 p010100 r+10101 r-41010 p010000 r+50100 r-21011 p110000 r-41100 r-30011 p110100 r-41101 r-10010
"[0, 11, 1, 8, 0, 10, 8, 4, 1, 11, 9, 0, 0, 11, 6, 11, 8, 4]",p011100 r+31000 r+40111 p001100 r+21100 r+60011 p000100 r-80001 r-51110 p010100 r+00101 r+11010 p010000 r-10100 r-11011 p110000 r-31100 r-30011 p110100 r+21101 r+20010
"[11, 5, 4, 11, 10, 0, 8, 2, 9, 8, 1, 1, 2, 8, 7, 3, 5, 4]",p011100 r+31000 r-10111 p001100 r-21100 r-20011 p000100 r+40001 r+51110 p010100 r+00101 r-51010 p010000 r-50100 r+11011 p110000 r-61100 r-10011 p110100 r+01101 r-50010
"[5, 3, 5, 8, 4, 10, 10, 6, 4, 7, 6, 7, 4, 11, 5, 8, 0, 2]",p011100 r-11000 r+50111 p001100 r-51100 r+40011 p000100 r+20001 r-11110 p010100 r-50101 r-21010 p010000 r-10100 r+11011 p110000 r-71100 r+20011 p110100 r-21101 r+50010
"[0, 3, 10, 3, 10, 3, 8, 0, 6, 2, 9, 0, 10, 2, 1, 6, 0, 4]",p011100 r+21000 r+00111 p001100 r-11100 r+30011 p000100 r+20001 r-21110 p010100 r+00101 r-51010 p010000 r+50100 r+41011 p110000 r+01100 r-10011 p110100 r+41101 r+50010
"[10, 7, 2, 10, 5, 10, 0, 2, 7, 10, 3, 2, 7, 0, 6, 5, 4, 0]",p011100 r-41000 r-20111 p001100 r-21100 r-40011 p000100 r-30001 r+51110 p010100 r-10101 r+41010 p010000 r+20100 r+41011 p110000 r-91100 r-40011 p110100 r+01101 r-30010
"[2, 9, 1, 11, 8, 3, 3, 7, 7, 11, 9, 10, 8, 5, 4, 5, 2, 9]",p011100 r+31000 r-30111 p001100 r-21100 r-40011 p000100 r-10001 r-21110 p010100 r-40101 r+11010 p010000 r+10100 r-41011 p110000 r+21100 r+10011 p110100 r+11101 r-40010
"[6, 3, 2, 9, 4, 9, 11, 3, 11, 10, 8, 6, 0, 2, 5, 1, 0, 1]",p011100 r+21000 r+20111 p001100 r-51100 r+60011 p000100 r-10001 r+31110 p010100 r+40101 r+51010 p010000 r-10100 r-51011 p110000 r+61100 r-40011 p110100 r+41101 r+60010
"[1, 10, 4, 7, 0, 8, 5, 3, 3, 8, 5, 11, 3, 4, 3, 9, 5, 7]",p011100 r-11000 r-10111 p001100 r+21100 r+50011 p000100 r+30001 r+31110 p010100 r+20101 r-51010 p010000 r-20100 r+41011 p110000 r-31100 r+20011 p110100 r-41101 r-10010
"[9, 6, 8, 5, 2, 7, 2, 0, 4, 4, 2, 3, 2, 8, 2, 8, 0, 10]",p011100 r-41000 r+10111 p001100 r-21100 r-50011 p000100 r-20001 r+51110 p010100 r-20101 r-51010 p010000 r+40100 r-41011 p110000 r-11100 r+00011 p110100 r+31101 r+60010
"[0, 11, 4, 8, 1, 1, 11, 1, 2, 8, 9, 0, 10, 0, 1, 10, 11, 1]",p011100 r+11000 r+00111 p001100 r-21100 r+00011 p000100 r+00001 r+11110 p010100 r+30101 r+11010 p010000 r-20100 r-31011 p110000 r-31100 r-10011 p110100 r+11101 r+30010
"[6, 2, 9, 2, 9, 11, 3, 11, 8, 3, 10, 6, 1, 11, 3, 4, 0, 9]",p011100 r-11000 r+60111 p001100 r-31100 r+00011 p000100 r+20001 r-61110 p010100 r+00101 r+01010 p010000 r+50100 r-11011 p110000 r+01100 r-30011 p110100 r+21101 r+10010
"[0, 4, 9, 9, 4, 11, 6, 7, 7, 3, 3, 0, 1, 6, 0, 5, 1, 6]",p011100 r+51000 r+20111 p001100 r+11100 r+40011 p000100 r-90001 r-91110 p010100 r-30101 r-31010 p010000 r+00100 r-51011 p110000 r-71100 r+20011 p110100 r-31101 r+30010
"[5, 1, 8, 3, 9, 4, 6, 8, 5, 4, 5, 7, 9, 3, 2, 7, 11, 6]",p011100 r+41000 r-40111 p001100 r-31100 r-40011 p000100 r-10001 r-10110 p010100 r+10101 r+41010 p010000 r+40100 r+21011 p110000 r+21100 r-40011 p110100 r+51101 r-20010
"[11, 4, 6, 9, 2, 8, 5, 0, 10, 6, 9, 1, 9, 3, 9, 2, 2, 7]",p011100 r+11000 r+20111 p001100 r+51100 r-40011 p000100 r-20001 r+51110 p010100 r+30101 r+01010 p010000 r+20100 r-21011 p110000 r+51100 r+00011 p110100 r+41101 r+60010
"[0, 2, 2, 8, 4, 9, 11, 8, 6, 10, 2, 0, 9, 11, 0, 6, 4, 1]",p011100 r-51000 r+00111 p001100 r+41100 r+10011 p000100 r+40001 r-11110 p010100 r+40101 r-41010 p010000 r-20100 r+31011 p110000 r-61100 r+50011 p110100 r-51101 r-30010
"[6, 6, 5, 2, 3, 5, 4, 1, 2, 7, 8, 6, 7, 3, 9, 10, 10, 8]",p011100 r+51000 r-50111 p001100 r+11100 r+40011 p000100 r-20001 r-10110 p010100 r-30101 r+41010 p010000 r-90100 r-51011 p110000 r-41100 r+10011 p110100 r+41101 r-50010
"[11, 1, 4, 1, 5, 11, 7, 4, 10, 8, 2, 1, 9, 5, 11, 2, 3, 5]",p011100 r+21000 r-10111 p001100 r+41100 r-50011 p000100 r-10001 r-31110 p010100 r-50101 r-31010 p010000 r-40100 r-31011 p110000 r+01100 r-70011 p110100 r-11101 r+30010
"[3, 0, 1, 0, 7, 1, 3, 11, 6, 11, 11, 9, 9, 7, 1, 6, 9, 9]",p011100 r-21000 r+60111 p001100 r-41100 r+20011 p000100 r+40001 r-11110 p010100 r-20101 r-31010 p010000 r+50100 r-51011 p110000 r+01100 r+20011 p110100 r+21101 r-40010
"[0, 4, 5, 4, 3, 5, 10, 4, 9, 7, 10, 0, 11, 5, 10, 3, 7, 2]",p011100 r-21000 r+30111 p001100 r-31100 r+10011 p000100 r+10001 r-11110 p010100 r-50101 r+01010 p010000 r+10100 r-71011 p110000 r+01100 r-10011 p110100 r-41101 r-50010
"[8, 2, 8, 3, 4, 7, 4, 5, 4, 4, 11, 4, 5, 3, 9, 8, 1, 8]",p011100 r+21000 r-30111 p001100 r+41100 r+20011 p000100 r+10001 r-11110 p010100 r-10101 r-11010 p010000 r-20100 r+11011 p110000 r+11100 r-60011 p110100 r-21101 r+40010
"[3, 4, 3, 0, 9, 0, 10, 1, 10, 9, 2, 9, 5, 4, 10, 2, 1, 2]",p011100 r+31000 r+50111 p001100 r+31100 r-10011 p000100 r+40001 r-11110 p010100 r-40101 r+01010 p010000 r-50100 r+01011 p110000 r-41100 r-30011 p110100 r-41101 r+20010
"[1, 8, 7, 2, 3, 10, 3, 4, 6, 5, 5, 11, 2, 4, 3, 6, 8, 9]",p011100 r-41000 r+00111 p001100 r+51100 r+60011 p000100 r+10001 r-11110 p010100 r+60101 r+41010 p010000 r+50100 r-21011 p110000 r-61100 r+30011 p110100 r-31101 r-10010
"[1, 11, 10, 11, 11, 8, 11, 4, 9, 2, 2, 11, 10, 3, 2, 3, 1, 1]",p011100 r+21000 r-50111 p001100 r-11100 r+40011 p000100 r-70001 r+01110 p010100 r+50101 r+31010 p010000 r+00100 r+61011 p110000 r+01100 r+40011 p110100 r+41101 r+10010
"[5, 1, 6, 11, 2, 6, 7, 5, 9, 6, 2, 7, 1, 9, 7, 3, 3, 5]",p011100 r+61000 r-30111 p001100 r-41100 r+10011 p000100 r+30001 r+11110 p010100 r+50101 r+51010 p010000 r-10100 r+51011 p110000 r-21100 r+10011 p110100 r-51101 r-50010
"[5, 4, 1, 7, 11, 6, 11, 5, 4, 11, 5, 7, 7, 9, 10, 8, 0, 1]",p011100 r-31000 r+20111 p001100 r+21100 r+10011 p000100 r+60001 r+01110 p010100 r-50101 r+41010 p010000 r+50100 r+41011 p110000 r+31100 r-20011 p110100 r+11101 r+40010
"[4, 4, 4, 2, 3, 7, 11, 8, 2, 8, 8, 8, 4, 10, 9, 10, 4, 1]",p011100 r+61000 r+50111 p001100 r-51100 r-10011 p000100 r-70001 r-21110 p010100 r-50101 r-11010 p010000 r+10100 r+61011 p110000 r-21100 r+40011 p110100 r+61101 r+20010
"[5, 6, 9, 3, 6, 1, 10, 1, 8, 3, 4, 7, 11, 5, 0, 4, 10, 2]",p011100 r-51000 r+20111 p001100 r-21100 r+00011 p000100 r-50001 r-51110 p010100 r+50101 r+61010 p010000 r+00100 r+51011 p110000 r-31100 r+50011 p110100 r-51101 r+10010
"[11, 0, 3, 10, 1, 9, 9, 1, 0, 9, 4, 1, 8, 9, 7, 0, 7, 3]",p011100 r+21000 r+00111 p001100 r+01100 r-40011 p000100 r+00001 r-31110 p010100 r+30101 r+61010 p010000 r-10100 r+31011 p110000 r-21100 r-40011 p110100 r+31101 r+50010
"[9, 4, 8, 8, 8, 9, 4, 9, 3, 4, 3, 3, 10, 0, 10, 9, 9, 8]",p011100 r+31000 r-20111 p001100 r-11100 r+00011 p000100 r+10001 r-51110 p010100 r+30101 r-51010 p010000 r-40100 r+61011 p110000 r+41100 r+50011 p110100 r+21101 r-30010
"[2, 11, 11, 2, 10, 10, 10, 4, 6, 1, 8, 10, 10, 9, 0, 6, 2, 2]",p011100 r-51000 r-40111 p001100 r+21100 r+60011 p000100 r+60001 r+21110 p010100 r+20101 r-31010 p010000 r+10100 r+21011 p110000 r-91100 r-20011 p110100 r+01101 r+10010
"[9, 2, 3, 6, 2, 6, 6, 0, 11, 9, 5, 3, 6, 11, 5, 1, 10, 6]",p011100 r+11000 r-50111 p001100 r+51100 r+60011 p000100 r-20001 r-10110 p010100 r-40101 r+01010 p010000 r+00100 r-21011 p110000 r-81100 r-10011 p110100 r-11101 r+60010
"[6, 2, 8, 0, 8, 0, 3, 11, 4, 4, 5, 6, 2, 11, 6, 8, 3, 9]",p011100 r-41000 r+20111 p001100 r-31100 r+10011 p000100 r-90001 r-11110 p010100 r+20101 r-51010 p010000 r+60100 r+31011 p110000 r-21100 r+30011 p110100 r+41101 r+60010
"[1, 11, 1, 6, 8, 10, 6, 5, 1, 11, 2, 11, 3, 1, 5, 11, 11, 6]",p011100 r+21000 r-40111 p001100 r+61100 r+50011 p000100 r-30001 r+31110 p010100 r-50101 r-21010 p010000 r+30100 r-61011 p110000 r-51100 r-10011 p110100 r+11101 r-10010
"[7, 4, 3, 9, 8, 8, 3, 0, 10, 9, 11, 5, 3, 10, 5, 2, 1, 9]",p011100 r-31000 r-40111 p001100 r-41100 r-40011 p000100 r+40001 r+21110 p010100 r+60101 r+21010 p010000 r-40100 r+61011 p110000 r+51100 r-40011 p110100 r+11101 r-10010
"[6, 0, 10, 4, 10, 1, 7, 11, 6, 2, 7, 6, 8, 4, 10, 6, 3, 5]",p011100 r+11000 r+50111 p001100 r+51100 r+20011 p000100 r+10001 r+21110 p010100 r-20101 r+11010 p010000 r+20100 r-11011 p110000 r+41100 r-10011 p110100 r+21101 r-30010
"[1, 6, 1, 11, 0, 6, 1, 7, 8, 11, 8, 11, 8, 0, 9, 4, 2, 11]",p011100 r-21000 r+30111 p001100 r+51100 r-10011 p000100 r-50001 r+51110 p010100 r+60101 r+21010 p010000 r+60100 r-21011 p110000 r-71100 r+00011 p110100 r-21101 r+40010
"[5, 2, 2, 8, 7, 5, 9, 3, 9, 10, 2, 7, 0, 6, 11, 3, 9, 3]",p011100 r-31000 r+20111 p001100 r-21100 r+20011 p000100 r-40001 r-21110 p010100 r+00101 r+61010 p010000 r-50100 r+11011 p110000 r+61100 r+20011 p110100 r+41101 r+40010
"[3, 7, 10, 4, 4, 11, 0, 0, 1, 2, 1, 9, 5, 6, 10, 11, 0, 0]",p011100 r+61000 r+30111 p001100 r+21100 r-10011 p000100 r-40001 r-41110 p010100 r-20101 r-41010 p010000 r+30100 r-71011 p110000 r-31100 r-40011 p110100 r+01101 r+50010
"[4, 10, 1, 6, 5, 1, 0, 1, 4, 11, 7, 8, 11, 1, 9, 8, 9, 0]",p011100 r+41000 r+30111 p001100 r+01100 r+00011 p000100 r-40001 r-31110 p010100 r+30101 r+41010 p010000 r-70100 r-61011 p110000 r-41100 r-40011 p110100 r+41101 r+60010
"[0, 0, 6, 8, 8, 11, 4, 6, 11, 6, 6, 0, 7, 4, 5, 1, 10, 8]",p011100 r+61000 r-20111 p001100 r+51100 r+50011 p000100 r-20001 r-51110 p010100 r+00101 r+41010 p010000 r-80100 r-31011 p110000 r-41100 r-10011 p110100 r+31101 r-20010
"[0, 7, 0, 3, 8, 6, 9, 7, 8, 0, 2, 0, 3, 8, 1, 4, 10, 3]",p011100 r-21000 r+30111 p001100 r-31100 r-10011 p000100 r-10001 r+11110 p010100 r-50101 r+31010 p010000 r-10100 r-81011 p110000 r-41100 r-10011 p110100 r+11101 r+60010
"[11, 9, 8, 5, 11, 2, 11, 11, 7, 4, 1, 1, 7, 3, 1, 5, 4, 1]",p011100 r-11000 r-30111 p001100 r+31100 r+30011 p000100 r+00001 r+41110 p010100 r+60101 r+11010 p010000 r-20100 r+01011 p110000 r-41100 r+60011 p110100 r+11101 r+20010
"[0, 11, 0, 11, 6, 7, 3, 1, 1, 0, 3, 0, 3, 1, 7, 11, 8, 9]",p011100 r+51000 r-40111 p001100 r+11100 r+60011 p000100 r-50001 r-71110 p010100 r-50101 r+51010 p010000 r-70100 r-11011 p110000 r+01100 r+00011 p110100 r-31101 r-20010
"[7, 4, 4, 8, 0, 5, 3, 0, 7, 8, 11, 5, 10, 7, 10, 5, 0, 9]",p011100 r-51000 r+60111 p001100 r+21100 r+50011 p000100 r+00001 r-41110 p010100 r-10101 r+51010 p010000 r-80100 r+01011 p110000 r+41100 r+10011 p110100 r+61101 r-40010
"[2, 10, 5, 8, 1, 10, 9, 2, 11, 7, 6, 10, 3, 9, 8, 1, 5, 3]",p011100 r+41000 r-10111 p001100 r-31100 r-40011 p000100 r+10001 r+21110 p010100 r+20101 r-31010 p010000 r-30100 r+31011 p110000 r-21100 r+30011 p110100 r+61101 r+30010
"[4, 6, 3, 7, 6, 5, 7, 10, 6, 9, 9, 8, 11, 5, 10, 6, 8, 5]",p011100 r-31000 r+00111 p001100 r-21100 r-50011 p000100 r+40001 r+11110 p010100 r-30101 r-21010 p010000 r+00100 r-71011 p110000 r+11100 r-20011 p110100 r-31101 r-40010
"[4, 6, 9, 8, 5, 10, 6, 1, 2, 3, 4, 8, 10, 7, 4, 10, 10, 6]",p011100 r-31000 r+50111 p001100 r+61100 r-30011 p000100 r-40001 r+21110 p010100 r+30101 r-51010 p010000 r+10100 r-21011 p110000 r+21100 r+60011 p110100 r+31101 r+30010
"[9, 1, 5, 2, 6, 6, 11, 5, 9, 7, 8, 3, 4, 1, 2, 3, 7, 1]",p011100 r+61000 r-20111 p001100 r+51100 r+10011 p000100 r-10001 r+41110 p010100 r-20101 r+01010 p010000 r-50100 r+11011 p110000 r+11100 r+40011 p110100 r+21101 r+50010
"[3, 7, 1, 6, 10, 2, 11, 1, 9, 11, 9, 9, 1, 8, 6, 3, 2, 1]",p011100 r+61000 r+60111 p001100 r-41100 r+10011 p000100 r+30001 r-31110 p010100 r-30101 r-51010 p010000 r-30100 r-51011 p110000 r-11100 r-40011 p110100 r-11101 r-10010
"[5, 0, 3, 2, 11, 5, 2, 1, 0, 9, 7, 7, 8, 2, 5, 0, 0, 10]",p011100 r+21000 r+10111 p001100 r-51100 r+40011 p000100 r+20001 r-21110 p010100 r+40101 r+31010 p010000 r+10100 r-21011 p110000 r-10100 r-10011 p110100 r-11101 r-50010
"[2, 7, 1, 4, 4, 11, 6, 10, 0, 11, 9, 10, 0, 3, 7, 0, 11, 6]",p011100 r+41000 r-20111 p001100 r+41100 r+10011 p000100 r+60001 r-51110 p010100 r+10101 r+41010 p010000 r-90100 r-71011 p110000 r-31100 r-30011 p110100 r+21101 r+60010
"[5, 7, 8, 3, 7, 10, 9, 6, 7, 4, 10, 7, 9, 5, 10, 5, 4, 3]",p011100 r+11000 r+10111 p001100 r+61100 r+40011 p000100 r-10001 r-31110 p010100 r+60101 r-41010 p010000 r+00100 r-31011 p110000 r-41100 r+10011 p110100 r-11101 r-50010
"[5, 10, 2, 10, 2, 0, 6, 2, 3, 10, 5, 7, 0, 2, 6, 9, 8, 6]",p011100 r+61000 r+20111 p001100 r+21100 r-20011 p000100 r+00001 r-51110 p010100 r+40101 r-31010 p010000 r-40100 r+01011 p110000 r+01100 r-70011 p110100 r-21101 r-30010
"[9, 3, 9, 3, 7, 2, 5, 2, 2, 3, 7, 3, 2, 1, 9, 10, 0, 7]",p011100 r+11000 r-20111 p001100 r+31100 r+00011 p000100 r-50001 r-31110 p010100 r+30101 r+01010 p010000 r-40100 r+11011 p110000 r+01100 r+50011 p110100 r+11101 r+60010
"[0, 11, 11, 11, 4, 0, 7, 3, 5, 1, 10, 0, 4, 7, 10, 7, 10, 5]",p011100 r-31000 r-20111 p001100 r+01100 r-30011 p000100 r-10001 r-51110 p010100 r-20101 r-51010 p010000 r-50100 r-71011 p110000 r+01100 r-60011 p110100 r-31101 r-30010
"[11, 10, 0, 3, 6, 10, 6, 10, 11, 0, 1, 1, 10, 2, 10, 1, 0, 6]",p011100 r+21000 r-40111 p001100 r+21100 r+00011 p000100 r+40001 r-31110 p010100 r+00101 r-41010 p010000 r+40100 r+11011 p110000 r-71100 r+30011 p110100 r-31101 r+10010
"[8, 5, 4, 2, 2, 4, 8, 4, 10, 8, 5, 4, 9, 4, 11, 2, 9, 4]",p011100 r-51000 r+50111 p001100 r-21100 r+00011 p000100 r+20001 r-41110 p010100 r+10101 r-21010 p010000 r-90100 r-21011 p110000 r-31100 r-40011 p110100 r+21101 r-10010
"[9, 8, 9, 4, 10, 1, 11, 4, 8, 3, 9, 3, 10, 6, 7, 4, 0, 1]",p011100 r+61000 r-30111 p001100 r+51100 r-30011 p000100 r+60001 r+01110 p010100 r-10101 r+31010 p010000 r-20100 r-41011 p110000 r-41100 r-10011 p110100 r-31101 r-30010
"[5, 5, 8, 9, 6, 6, 6, 5, 8, 4, 5, 7, 1, 3, 5, 4, 2, 6]",p011100 r+11000 r+00111 p001100 r-31100 r+10011 p000100 r-10001 r+11110 p010100 r+40101 r+21010 p010000 r-10100 r+01011 p110000 r-81100 r-80011 p110100 r-11101 r-20010
"[4, 8, 3, 3, 10, 4, 5, 0, 9, 9, 5, 8, 10, 7, 2, 3, 3, 7]",p011100 r+41000 r+10111 p001100 r+11100 r+40011 p000100 r+20001 r-61110 p010100 r-20101 r-51010 p010000 r-20100 r-81011 p110000 r-51100 r-50011 p110100 r+41101 r+20010
"[7, 9, 11, 11, 2, 0, 5, 4, 0, 1, 7, 5, 6, 0, 11, 0, 10, 7]",p011100 r+21000 r+00111 p001100 r-11100 r-40011 p000100 r-10000 r-10110 p010100 r-20101 r+11010 p010000 r-50100 r+31011 p110000 r+21100 r+10011 p110100 r+51101 r+50010
